,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,MGf h,MGs h,MGf a,MGs a,SGf h,SGs h,SGf a,SGs a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs,mediagol_fatti h,mediagol_subiti h,varianzagol_fatti h,varianzagol_subiti h,mediagol_fatti a,mediagol_subiti a,varianzagol_fatti a,varianzagol_subiti a
195,Genoa-Sampdoria,2.0,2.0,1.0,1.0,0.0,13.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1 , 1,1.08,1.48,1.037625494418225,1.357694123627753,1.36,1.48,0.99498743710662,0.8225975119502044
196,Milan-Udinese,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,1 , 1,1.92,1.2,0.9539392014169455,1.0801234497346437,1.08,1.36,0.99666109251507,1.1135528725660042
197,Benevento-Verona,0.0,1.0,1.0,1.0,0.0,16.0,0.0,0.0,2.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,0 , 3,1.0,1.88,0.8660254037844386,1.6155494421403511,1.36,1.08,0.99498743710662,0.8124038404635958
198,Parma-Inter,0.0,0.0,0.0,1.0,1.0,19.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1 , 2,0.8,1.96,0.8660254037844387,1.1357816691600546,2.48,1.0,1.3880441875771343,0.9128709291752768
199,Lazio-Torino,2.0,2.0,0.0,2.0,0.0,7.0,1.0,1.0,1.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,2.0,0 , 0,1.52,1.28,0.9626352718795768,1.2423096769056148,1.44,1.72,1.083205120618128,1.369914839202301
200,Spezia-Benevento,2.0,2.0,0.0,1.0,0.0,15.0,1.0,1.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1 , 1,1.2692307692307692,1.807692307692308,0.961569230276939,1.32722961899532,1.0,1.8461538461538465,0.848528137423857,1.5922891117459217
201,Udinese-Sassuolo,2.0,0.0,1.0,2.0,1.0,11.0,0.0,2.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,2 , 0,1.1153846153846154,1.3076923076923077,0.9930527912220208,1.1231822922119372,1.6153846153846154,1.6153846153846154,1.2353759938390605,1.2673412508688595
202,Juventus-Lazio,2.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3 , 1,2.0384615384615383,0.8461538461538461,1.215920037856741,0.7316998123442531,1.5,1.3461538461538465,0.9486832980505138,1.2630853555419823
203,Roma-Genoa,0.0,2.0,1.0,0.0,2.0,5.0,2.0,1.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1 , 0,1.9615384615384612,1.4615384615384617,1.5357283413616931,1.303250374433684,1.0384615384615383,1.4615384615384617,1.0384900280992295,1.3335897189396513
204,Verona-Milan,0.0,2.0,1.0,1.0,2.0,8.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,0 , 2,1.3076923076923077,1.1153846153846154,1.0107118588096518,0.8161824833662176,1.9230769230769231,1.1538461538461535,0.9347973865208192,1.0841515647660225
205,Fiorentina-Parma,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3 , 3,1.1153846153846154,1.5769230769230769,1.1073183129316728,1.390627971042634,0.8846153846153846,2.0,0.9519211344191524,1.131370849898476
206,Crotone-Torino,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,2.0,2.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,5.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,4 , 2,1.0769230769230769,2.4615384615384617,1.262476199318686,1.5028178660308569,1.4615384615384617,1.807692307692308,1.066987131347674,1.4147573861049327
207,Sampdoria-Cagliari,1.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2 , 2,1.3846153846153846,1.5,0.9829312519977405,0.812403840463596,1.1153846153846154,1.6538461538461535,1.0705857490896498,1.2310095919141393
208,Napoli-Bologna,0.0,2.0,0.0,2.0,1.0,6.0,2.0,1.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,4.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,3 , 1,2.1538461538461537,1.1923076923076923,1.6659485632469615,1.1668498024760776,1.2692307692307692,1.5769230769230769,1.1156233166330762,1.2384854273854633
209,Inter-Atalanta,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,4.0,2.0,5.0,3.0,0.0,2.0,0.0,1.0,0 , 0,2.3846153846153846,0.9615384615384616,1.444352396804134,0.9156754547663372,2.3076923076923075,1.2307692307692308,1.691608247065041,1.1421976118935744
210,Lazio-Crotone,0.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,5.0,2.0,3 , 2,1.5555555555555556,1.3703703703703705,0.9740215340114146,1.2449327491304705,1.1111111111111112,2.4814814814814814,1.2506408613597129,1.4772732253500644
211,Atalanta-Spezia,2.0,2.0,2.0,2.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,3 , 1,2.333333333333333,1.2222222222222223,1.6641005886756874,1.1208970766356097,1.2592592592592593,1.851851851851852,0.9443187447773616,1.321528942717013
212,Sassuolo-Verona,2.0,1.0,0.0,1.0,0.0,9.0,2.0,1.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,3 , 2,1.6666666666666667,1.6296296296296295,1.2403473458920844,1.2449327491304705,1.3333333333333333,1.1851851851851851,1.0,0.878680699731007
213,Benevento-Fiorentina,1.0,1.0,0.0,0.0,1.0,16.0,0.0,2.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,3.0,1 , 4,1.0,1.9259259259259256,0.8320502943378437,1.6154524473616083,1.2222222222222223,1.5555555555555556,1.219499687240422,1.368135545841446
214,Genoa-Udinese,1.0,1.0,0.0,1.0,0.0,13.0,0.0,1.0,2.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1 , 1,1.037037037037037,1.4444444444444444,1.018350154434631,1.310705427603288,1.1111111111111112,1.2962962962962965,0.9740215340114142,1.1029615662044698
215,Bologna-Sampdoria,1.0,1.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3 , 1,1.3333333333333333,1.5555555555555556,1.143543749793731,1.219499687240422,1.3703703703703705,1.5555555555555556,0.9666814027759792,0.8473185457363236
216,Torino-Inter,1.0,2.0,2.0,1.0,0.0,17.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1 , 2,1.4444444444444444,1.8148148148148149,1.0500305245868349,1.387777332977422,2.3703703703703702,0.9629629629629628,1.4182369376786137,0.8979241650984823
217,Parma-Roma,0.0,1.0,1.0,0.0,1.0,19.0,2.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2 , 0,0.925925925925926,1.9259259259259256,0.9577989963342608,1.1742731279039724,1.8888888888888888,1.4814814814814814,1.5525000516123697,1.2821367492879392
218,Cagliari-Juventus,0.0,0.0,2.0,2.0,1.0,18.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1 , 3,1.1111111111111112,1.7037037037037035,1.0500305245868342,1.2345916426966954,2.074074074074074,0.8518518518518519,1.2065821380413586,0.7181013268818791
219,Milan-Napoli,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,3.0,0.0,4.0,0.0,3.0,1.0,0 , 1,1.851851851851852,1.148148148148148,0.988538303359044,1.0635102872347455,2.111111111111111,1.148148148148148,1.6486202467362574,1.166971877049041
220,Parma-Genoa,1.0,1.0,0.0,1.0,2.0,19.0,1.0,0.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1 , 2,0.9285714285714286,1.9285714285714288,0.939998874253519,1.1524071884721685,1.0714285714285714,1.4285714285714286,1.01574900036674,1.2889436222642403
221,Crotone-Bologna,0.0,0.0,0.0,2.0,0.0,20.0,1.0,2.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,5.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,2 , 3,1.1428571428571428,2.5,1.238705588262011,1.4529663145135578,1.3928571428571428,1.5714285714285714,1.1655323283657166,1.199647214456583
222,Spezia-Cagliari,0.0,1.0,0.0,1.0,0.0,15.0,0.0,2.0,2.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,2 , 1,1.2857142857142858,1.8214285714285716,0.9371802805793976,1.3067792306552617,1.1071428571428572,1.7142857142857142,1.0306159867619522,1.212806444120195
223,Verona-Atalanta,1.0,1.0,2.0,0.0,0.0,9.0,2.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,5.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0 , 2,1.2857142857142858,1.2142857142857142,1.0131411680782825,0.8758971213537394,2.321428571428572,1.1785714285714286,1.6342077348473545,1.1239339452243235
224,Juventus-Benevento,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,0 , 1,2.0,0.8571428571428571,1.247219128924647,0.7052336473499385,1.0,1.8571428571428568,0.816496580927726,1.6265001215808887
225,Udinese-Lazio,1.0,2.0,1.0,2.0,1.0,10.0,2.0,0.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,3.0,2.0,0 , 1,1.0714285714285714,1.2857142857142858,0.9786071518602124,1.0837911120705757,1.5357142857142858,1.3214285714285714,0.961562881252794,1.2488089563755578
226,Sampdoria-Torino,0.0,0.0,1.0,1.0,0.0,11.0,2.0,2.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,2.0,1 , 0,1.3571428571428572,1.5,0.9511897312113416,0.8819171036881969,1.3928571428571428,1.7857142857142858,1.0659471779799343,1.3705133630530124
227,Fiorentina-Milan,2.0,0.0,0.0,1.0,2.0,13.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,4.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,2 , 3,1.25,1.6071428571428572,1.2056963563450391,1.3700307029348382,1.8928571428571428,1.1785714285714286,0.9940297973880048,1.0559731838826991
228,Roma-Napoli,1.0,0.0,2.0,2.0,0.0,6.0,0.0,2.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,0.0,3.0,1.0,0.0,0 , 2,1.8214285714285716,1.5,1.564740457204548,1.2619796324000607,2.107142857142857,1.1071428571428572,1.6179384622799682,1.1655323283657164
229,Inter-Sassuolo,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,3.0,3.0,2.0,2.0,2 , 1,2.357142857142857,0.9642857142857144,1.3934844605516563,0.8811668550592597,1.6428571428571428,1.6428571428571428,1.2236643728386052,1.2236643728386052
230,Milan-Sampdoria,2.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1 , 1,1.862068965517241,1.1724137931034482,0.9900987660342088,1.0374751465953078,1.3448275862068966,1.4827586206896552,0.9364012444675592,0.8709883407113855
231,Napoli-Crotone,2.0,1.0,2.0,2.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,4 , 3,2.1724137931034484,1.1724137931034482,1.627201048190274,1.197287574873227,1.206896551724138,2.5517241379310347,1.264326764522402,1.453719537122219
232,Genoa-Fiorentina,0.0,1.0,0.0,1.0,2.0,13.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,1 , 1,1.0689655172413792,1.4137931034482758,0.9975339050005346,1.2682170099144912,1.2413793103448276,1.5862068965517242,1.1848801149059374,1.3500592944467913
233,Benevento-Parma,0.0,0.0,1.0,0.0,2.0,16.0,1.0,0.0,1.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,2 , 2,1.0344827586206895,1.862068965517241,0.8230066229854001,1.5974116995724787,0.9655172413793104,1.9310344827586208,0.9442592947721228,1.1317191247566247
234,Sassuolo-Roma,0.0,1.0,0.0,2.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2 , 2,1.6551724137931034,1.6551724137931034,1.2034433356286312,1.2034433356286314,1.827586206896552,1.5172413793103448,1.5369023929701076,1.2427127485342129
235,Lazio-Spezia,0.0,1.0,0.0,2.0,2.0,7.0,1.0,0.0,1.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2 , 1,1.5517241379310345,1.3103448275862069,0.9481638984506436,1.2277577784569629,1.2758620689655171,1.827586206896552,0.9218208581830208,1.28366009957135
236,Atalanta-Udinese,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3 , 2,2.3448275862068964,1.206896551724138,1.6096996629576923,1.1141720290623114,1.103448275862069,1.3448275862068966,0.9763206289141648,1.1108510916334604
237,Cagliari-Verona,2.0,2.0,1.0,0.0,0.0,18.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0,0 , 2,1.0689655172413792,1.7241379310344829,1.0327160611969717,1.192133493368026,1.3103448275862069,1.1724137931034482,1.003687781414906,0.8891796185747117
238,Torino-Juventus,2.0,1.0,0.0,0.0,0.0,17.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,2 , 2,1.4137931034482758,1.793103448275862,1.0527936095153945,1.3464055413482967,2.0,0.896551724137931,1.224744871391589,0.7243138421098422
239,Bologna-Inter,2.0,0.0,0.0,2.0,2.0,11.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0 , 1,1.3448275862068966,1.5517241379310345,1.1733913629477564,1.182799551202622,2.310344827586207,0.9310344827586208,1.3913880088361426,0.8836221915162051
240,Spezia-Crotone,0.0,1.0,0.0,2.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,4.0,3 , 2,1.3333333333333333,1.8333333333333333,0.9589266029707684,1.2617266038997934,1.2333333333333334,2.566666666666667,1.2507469032909715,1.430778262618498
241,Parma-Milan,0.0,1.0,2.0,0.0,1.0,19.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1 , 3,0.9666666666666668,1.9666666666666663,0.9278574999588488,1.1290317283753193,1.9,1.1666666666666667,0.9948141396330236,1.0199166069132668
242,Udinese-Torino,1.0,2.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,2.0,1.0,2.0,0 , 1,1.0666666666666669,1.3333333333333333,0.9802650357071222,1.093344547181068,1.4,1.7333333333333334,1.0372377109252813,1.3628907749221195
243,Inter-Cagliari,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,1 , 0,2.2666666666666666,0.9,1.3879613761229794,0.8847364696279085,1.0333333333333334,1.7,1.0333518722845685,1.1788363637137231
244,Juventus-Genoa,2.0,2.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3 , 1,2.033333333333333,0.9,1.217213701616236,0.7119666788018509,1.0666666666666669,1.4666666666666666,0.9802650357071222,1.279367659898984
245,Verona-Lazio,2.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,0 , 1,1.2666666666666666,1.1666666666666667,1.0148325268098497,0.8742813140471173,1.5333333333333334,1.2666666666666666,0.9371024061116427,1.2298957997167563
246,Sampdoria-Napoli,1.0,1.0,0.0,2.0,1.0,10.0,1.0,2.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0,3.0,0 , 2,1.3,1.5,0.9523111632886267,0.8610338613230188,2.1666666666666665,1.1333333333333333,1.5992095748737298,1.1957780134587124
247,Roma-Bologna,2.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,1 , 0,1.8,1.4666666666666666,1.517711525904073,1.2521246311585854,1.3,1.5333333333333334,1.178836363713723,1.1665845619713495
248,Fiorentina-Atalanta,0.0,1.0,2.0,0.0,1.0,14.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,5.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,2 , 3,1.2666666666666666,1.6333333333333333,1.1724814044061256,1.3514572807192968,2.3666666666666667,1.2333333333333334,1.5862193902556443,1.1043279539543758
249,Benevento-Sassuolo,0.0,1.0,0.0,2.0,1.0,15.0,1.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,0 , 1,1.0,1.8333333333333333,0.8304547985373997,1.57749984061059,1.6333333333333333,1.6,1.1885468767200222,1.2205143065174584
